,Company,Test R2,Test MSE
0,BESS,0.9945990079564897,779.0239055191832
0,BIPI,0.9982412102251135,4.316420949899575
0,BOSS,0.9986675847260292,1012.4474776657803
0,BSML,0.9893404713591795,1504.588118253605
0,BSSR,0.995280879699568,4508.034311289582
0,BULL,0.9992520662952716,25.89822706086276
0,BUMI,0.999190495938764,1744.6206832662833
0,BYAN,0.9954099673552498,121054.92506503692
0,CANI,0.9810841020689453,704.2317817360732
0,CBRE,0.9846456307725724,7.495348024700616
0,CGAS,0.8414372498070213,1684.6937085320064
0,CNKO,0.9982020914915756,11.698636280092611
0,COAL,0.9892749632796908,96.44597365898719
0,CUAN,0.9950825911166349,69135.1093255747
0,DEWA,0.9998410801089093,1.833771808115919
0,DOID,0.9984338684281465,227.95628197440445
0,DSSA,0.07630558305986301,352357393.9081732
0,DWGL,0.9746749112701785,165.01609215382112
0,ELSA,0.9949726502006233,64.67845051521829
0,ENRG,0.9983971893572706,9136.049516556268
0,FIRE,0.9968893340245267,15111.117319152612
0,GEMS,0.9971689944992117,7838.850497475564
0,GTBO,0.9994532862228188,782.7587998789515
0,GTSI,0.9293648375699567,4.307269255159295
0,HILL,0.9314879258146921,13946.15323504071
0,HITS,0.997727994723315,279.37358166266193
0,HRUM,0.9979833565072226,769.5470717064803
0,HUMI,0.9712312396685299,56.14938037826951
0,IATA,0.9964609655914127,5.7720961339440295
0,INDY,0.9977351826688758,2612.1041577250594
0,INPS,0.9954038432422769,9458.14322870738
0,ITMA,0.9944988551748554,652.8092870618785
0,ITMG,-0.1425884869637577,154602667.5612562
0,JSKY,0.9924417670462241,342.77823478134184
0,KKGI,0.9989345092545056,83.96490315283464
0,KOPI,0.9984918521117808,182.13166510110509
0,LEAD,0.9992753572282015,49.83933737904625
0,MAHA,0.8909206668303147,53.536348597678675
0,MBAP,0.9977572797307734,7336.703257597684
0,MBSS,0.9958453230271839,590.657164791142
0,MCOL,0.994424696677912,13320.526758071719
